0,3831.833,4163.000,2528.667
1,3839.667,4208.000,2528.667
2,3859.767,4400.333,2528.667
3,3867.267,4274.000,2528.667
4,3834.233,4440.333,2528.667
5,3845.667,4560.000,2528.667
6,3876.033,4270.333,2528.667
7,3854.100,4140.000,2528.667
8,3802.634,4148.667,2528.667
9,3952.233,4367.667,2528.667
10,3852.800,4207.333,2528.667
11,3910.400,4371.000,2528.667
12,3884.533,4497.667,2528.667
13,3832.866,4125.333,2528.667
14,3836.434,4294.333,2528.667
15,3932.000,4542.000,2528.667
16,3944.500,4313.667,2528.667
17,3887.000,4223.667,2528.667
18,3941.400,4242.333,2528.667
19,3830.634,4251.000,2528.667
20,3907.800,4376.000,2528.667
21,3902.833,4507.333,2528.667
22,3903.500,4247.667,2528.667
23,3897.967,4245.000,2528.667
24,3936.467,4489.000,2528.667
25,3885.567,4048.333,2528.667
26,3902.300,3984.000,2528.667
27,3862.833,4306.333,2528.667
28,3873.167,4211.333,2528.667
29,3799.366,4350.667,2528.667
30,3801.033,4220.000,2528.667
31,3830.233,4444.333,2528.667
32,3791.733,4483.667,2528.667
33,3782.733,4391.000,2528.667
34,3727.167,3923.000,2528.667
35,3756.800,4256.333,2528.667
36,3691.667,4273.000,2528.667
37,3631.366,4290.333,2528.667
38,3670.200,4466.667,2528.667
39,3638.700,4211.333,2528.667
40,3656.967,4330.000,2528.667
41,3603.400,4557.667,2528.667
42,3559.134,4420.000,2528.667
43,3565.800,4292.000,2528.667
44,3567.433,4356.333,2528.667
45,3494.800,4634.333,2528.667
46,3491.667,4408.333,2528.667
47,3491.233,4337.333,2528.667
48,3528.200,4427.667,2528.667
49,3418.533,4303.333,2528.667
50,3449.900,4326.000,2528.667
51,3398.134,4486.667,2528.667
52,3446.467,4607.667,2528.667
53,3396.434,4349.667,2528.667
54,3333.700,4238.667,2528.667
55,3359.833,4311.333,2528.667
56,3314.433,4525.667,2528.667
57,3401.700,4356.000,2528.667
58,3357.366,4370.667,2528.667
59,3293.100,4567.667,2528.667
60,3283.467,4402.333,2528.667
61,3261.066,4298.667,2528.667
62,3258.333,4247.667,2528.667
63,3228.533,4166.000,2528.667
64,3249.267,4279.667,2528.667
65,3244.100,3990.667,2528.667
66,3221.900,4462.333,2528.667
67,3160.366,4268.333,2528.667
68,3231.500,4248.667,2528.667
69,3204.667,4413.333,2528.667
70,3187.900,4312.333,2528.667
71,3122.300,4319.667,2528.667
72,3097.900,4245.333,2528.667
73,3142.833,4384.667,2528.667
74,3134.667,4264.667,2528.667
75,3104.533,4379.667,2528.667
76,3115.933,4127.667,2528.667
77,3087.567,4274.333,2528.667
78,3099.267,4281.333,2528.667
79,3065.400,4201.333,2528.667
80,3100.700,4293.000,2528.667
81,3046.800,4510.000,2528.667
82,3064.134,4158.667,2528.667
83,3056.600,4350.333,2528.667
84,3025.700,4175.333,2528.667
85,3013.967,4458.000,2528.667
86,2996.733,4302.667,2528.667
87,3027.600,4186.000,2528.667
88,3001.667,4406.667,2528.667
89,2956.267,4315.667,2528.667
90,2992.600,4166.333,2528.667
91,2992.434,4333.667,2528.667
92,2975.000,4130.333,2528.667
93,2949.366,4329.000,2528.667
94,2970.267,4611.667,2528.667
95,2966.000,4383.667,2528.667
96,2956.800,4265.667,2528.667
97,2923.767,4211.000,2528.667
98,2940.167,4108.333,2528.667
99,2957.033,4335.000,2528.667
100,2957.566,4315.333,2528.667
101,2928.300,4380.667,2528.667
102,2925.333,4089.667,2528.667
103,2931.133,4365.333,2528.667
104,2887.667,4276.667,2528.667
105,2898.566,4321.000,2528.667
106,2891.167,4271.000,2528.667
107,2915.700,4267.000,2528.667
108,2913.967,4471.333,2528.667
109,2886.733,4224.667,2528.667
110,2891.433,4506.000,2528.667
111,2872.400,4408.667,2528.667
112,2892.433,4253.000,2528.667
113,2894.733,4243.000,2528.667
114,2892.433,4369.333,2528.667
115,2881.000,4250.333,2528.667
116,2881.767,4296.333,2528.667
117,2890.134,4076.000,2528.667
118,2867.433,4172.000,2528.667
119,2884.067,4372.000,2528.667
120,2877.067,4580.667,2528.667
121,2870.634,4520.000,2528.667
122,2886.067,4434.333,2528.667
123,2872.433,4510.667,2528.667
124,2871.300,4293.333,2528.667
125,2880.433,4214.667,2528.667
126,2863.467,4311.000,2528.667
127,2871.067,4183.667,2528.667
128,2877.433,4234.667,2528.667
129,2855.100,4333.667,2528.667
130,2862.267,4127.000,2528.667
131,2851.400,4405.667,2528.667
132,2857.634,4336.000,2528.667
133,2844.900,4098.667,2528.667
134,2846.667,4402.333,2528.667
135,2855.634,4509.000,2528.667
136,2844.600,4490.333,2528.667
137,2861.333,4089.667,2528.667
138,2842.767,4444.667,2528.667
139,2838.600,4057.667,2528.667
140,2828.366,4363.333,2528.667
141,2856.900,4575.333,2528.667
142,2845.000,4107.333,2528.667
143,2833.833,4482.333,2528.667
144,2832.366,4467.667,2528.667
145,2821.733,4179.667,2528.667
146,2837.533,4402.000,2528.667
147,2833.167,4197.667,2528.667
148,2839.067,4271.000,2528.667
149,2818.200,4305.333,2528.667
150,2823.667,4444.333,2528.667
151,2821.500,4340.333,2528.667
152,2822.433,4219.333,2528.667
153,2813.767,4337.667,2528.667
154,2826.167,4478.667,2528.667
155,2809.134,4429.333,2528.667
156,2805.467,4326.333,2528.667
157,2842.500,4170.667,2528.667
158,2828.100,4305.333,2528.667
159,2811.400,4047.333,2528.667
160,2823.067,4468.667,2528.667
161,2831.200,4014.333,2528.667
162,2809.866,4273.000,2528.667
