0,4058.200,4081.867,4034.833,4112.767,4081.700,2582.667
1,4066.100,4122.733,4066.500,4015.233,4092.800,2582.667
2,4090.733,4077.134,4120.633,4052.800,4079.733,2582.667
3,4049.733,4072.833,4065.967,4026.000,4120.033,2582.667
4,4081.833,4098.133,4069.400,4031.667,4079.467,2582.667
5,4086.667,4117.400,4073.733,4116.034,4026.233,2582.667
6,4012.134,4160.534,4042.500,4061.967,4073.600,2582.667
7,4037.800,4125.600,4079.833,4116.500,4100.966,2582.667
8,4062.900,4120.533,4063.700,4027.100,4101.967,2582.667
9,4062.434,4119.700,4061.833,4049.333,4091.033,2582.667
10,4146.200,4034.733,4044.933,4023.333,4058.667,2582.667
11,4143.933,4094.167,4057.700,4098.300,4092.567,2582.667
12,4104.033,4120.733,4014.634,4021.767,4161.667,2582.667
13,4062.900,4081.267,4041.233,4024.634,4091.533,2582.667
14,4056.000,4056.700,4048.800,4025.866,4013.000,2582.667
15,4108.067,4108.567,4116.733,4091.700,4111.700,2582.667
16,4121.000,3984.134,4107.667,4134.333,4048.866,2582.667
17,4124.733,4050.866,4073.333,4067.933,4067.134,2582.667
18,4013.634,4104.133,4032.967,4075.300,4076.500,2582.667
19,4047.467,4056.267,4089.833,4066.200,4089.167,2582.667
20,4121.700,4055.533,4081.700,4116.133,4022.366,2582.667
21,4021.700,4066.300,4064.767,4054.400,4000.900,2582.667
22,4041.700,4103.100,4070.400,4071.333,4045.167,2582.667
23,4072.600,4121.700,4081.100,4025.467,4007.833,2582.667
24,4111.066,4059.933,4080.467,4099.600,4066.967,2582.667
25,4128.867,4076.633,4088.400,3972.600,4092.967,2582.667
26,4052.600,4057.333,4093.233,4049.333,4006.533,2582.667
27,4056.233,4068.567,3991.500,3996.500,3938.800,2582.667
28,4079.267,4054.634,3955.767,4001.300,4024.300,2582.667
29,4109.633,4091.000,4024.567,3920.800,3978.967,2582.667
30,4072.633,4027.100,3895.167,3913.900,4008.667,2582.667
31,4078.767,3975.900,4013.333,3924.000,3986.467,2582.667
32,4046.733,3991.967,4099.267,3940.967,3935.934,2582.667
33,4004.167,4007.967,4007.333,3901.900,3955.467,2582.667
34,4053.467,4001.767,4004.467,3921.366,3983.533,2582.667
35,4055.667,3995.366,3991.700,3969.300,4031.767,2582.667
36,4044.333,3991.800,3972.667,3932.634,3969.200,2582.667
37,4001.733,3949.833,3878.134,4025.067,4058.767,2582.667
38,4140.367,4009.134,3893.600,3868.700,3877.067,2582.667
39,4024.600,3942.400,3967.833,3924.200,3999.800,2582.667
40,4111.600,3903.366,3825.767,3919.833,3978.900,2582.667
41,4047.767,3941.400,3896.134,3901.866,3993.733,2582.667
42,4078.267,3953.866,3857.700,3905.000,4022.200,2582.667
43,3997.900,3940.267,3861.700,3910.900,3892.800,2582.667
44,4053.134,3948.000,3844.067,3858.333,3942.300,2582.667
45,3953.366,3860.267,3840.233,3851.833,3948.934,2582.667
46,4041.600,3891.933,3813.634,3847.233,3982.967,2582.667
47,3978.866,3942.300,3841.767,3858.967,3911.267,2582.667
48,3945.800,3880.967,3839.800,3801.700,3974.467,2582.667
49,3948.566,3860.066,3834.833,3861.500,3924.400,2582.667
50,4012.833,3784.134,3765.533,3903.467,3939.967,2582.667
51,3958.700,3842.366,3808.600,3782.000,3954.667,2582.667
52,3967.533,3811.400,3780.333,3939.467,3954.467,2582.667
53,3908.267,3783.800,3754.934,3823.800,3920.866,2582.667
54,3873.366,3799.134,3779.700,3901.733,3911.667,2582.667
55,3880.033,3794.167,3737.533,3879.267,3894.967,2582.667
56,3910.100,3785.933,3743.100,3855.200,3934.500,2582.667
57,3888.233,3765.000,3828.467,3841.700,3936.233,2582.667
58,3893.134,3736.767,3761.866,3828.667,3932.733,2582.667
59,3841.500,3757.767,3724.767,3889.500,3899.300,2582.667
60,3893.067,3709.167,3752.200,3790.700,4024.100,2582.667
61,3860.000,3728.767,3714.167,3864.667,3929.134,2582.667
62,3821.866,3674.167,3702.833,3894.533,3979.367,2582.667
63,3828.700,3708.434,3710.700,3807.167,3878.233,2582.667
64,3817.400,3703.900,3725.400,3738.500,3975.400,2582.667
65,3810.033,3678.200,3696.233,3801.667,3908.533,2582.667
66,3746.333,3680.667,3644.400,3752.933,3898.333,2582.667
67,3785.333,3752.366,3665.934,3800.167,3913.400,2582.667
68,3822.200,3645.400,3685.433,3822.533,3931.200,2582.667
69,3794.700,3575.667,3672.767,3854.400,3915.634,2582.667
70,3722.167,3609.467,3669.533,3836.700,3937.333,2582.667
71,3788.934,3575.600,3634.467,3791.533,3923.033,2582.667
72,3715.967,3533.900,3672.134,3763.533,3989.033,2582.667
73,3700.100,3590.866,3683.667,3832.933,3894.866,2582.667
74,3719.600,3612.000,3645.400,3765.433,3959.800,2582.667
75,3650.866,3593.967,3596.267,3838.967,3931.600,2582.667
76,3694.500,3560.767,3630.833,3740.033,3930.867,2582.667
77,3734.000,3594.567,3603.800,3787.900,3973.267,2582.667
78,3641.800,3534.800,3649.400,3719.634,3937.400,2582.667
79,3614.533,3487.433,3644.000,3783.400,3934.667,2582.667
80,3619.767,3465.500,3570.400,3758.400,3922.800,2582.667
81,3682.000,3518.433,3593.467,3782.100,3922.433,2582.667
82,3610.733,3555.800,3590.967,3768.333,3958.467,2582.667
83,3594.833,3539.000,3577.900,3790.633,3960.700,2582.667
84,3655.667,3478.600,3616.100,3859.333,3875.733,2582.667
85,3534.900,3524.000,3627.333,3772.567,3926.767,2582.667
86,3561.134,3513.800,3528.866,3834.467,3940.366,2582.667
