0,4325.133,4068.333,3894.767,3883.467,2582.667
1,4419.200,4095.233,3956.467,3842.933,2582.667
2,4494.433,4092.933,3861.633,3872.467,2582.667
3,4380.967,4017.033,3950.100,3896.467,2582.667
4,4512.033,4016.800,3898.333,3868.233,2582.667
5,4472.300,4087.533,3979.800,3881.267,2582.667
6,4463.967,4145.933,4002.567,3851.067,2582.667
7,4500.167,4066.066,3950.333,3838.800,2582.667
8,4439.600,4051.100,3911.767,3851.366,2582.667
9,4469.433,4027.233,3923.066,3866.500,2582.667
10,4409.433,4138.967,3967.900,3870.100,2582.667
11,4446.267,4120.000,3964.600,3843.200,2582.667
12,4511.934,4173.867,3975.634,3875.134,2582.667
13,4425.900,4089.900,3923.600,3880.600,2582.667
14,4441.000,4083.233,3980.033,3850.600,2582.667
15,4374.200,4091.033,3938.500,3844.866,2582.667
16,4468.433,4034.133,3919.067,3844.233,2582.667
17,4346.100,4105.733,3901.467,3881.567,2582.667
18,4342.034,4094.800,3940.633,3841.767,2582.667
19,4400.566,4163.967,3935.567,3875.800,2582.667
20,4301.833,4085.833,3942.200,3852.933,2582.667
21,4421.333,4098.200,3941.667,3854.900,2582.667
22,4327.133,4041.733,3986.833,3888.067,2582.667
23,4320.100,4036.134,3936.833,3831.333,2582.667
24,4277.333,4063.233,3863.267,3821.567,2582.667
25,4412.867,4075.866,3887.533,3850.066,2582.667
26,4332.667,4159.966,3915.067,3816.100,2582.667
27,4321.534,4092.934,3893.600,3838.233,2582.667
28,4344.434,4072.033,3849.267,3874.366,2582.667
29,4271.633,4026.934,3915.367,3824.167,2582.667
30,4289.533,4053.134,3897.833,3796.733,2582.667
31,4145.500,4098.100,3846.634,3845.366,2582.667
32,4239.433,4005.600,3923.933,3810.900,2582.667
33,4233.300,4054.333,3867.667,3831.500,2582.667
34,4244.700,4021.467,3870.033,3791.700,2582.667
35,4180.133,3982.500,3861.533,3813.333,2582.667
36,4257.000,3970.533,3823.600,3798.700,2582.667
37,4114.000,3926.634,3824.967,3838.067,2582.667
38,4160.267,3978.833,3861.767,3790.400,2582.667
39,4134.800,3945.533,3848.900,3819.300,2582.667
40,4117.800,3982.400,3871.467,3830.700,2582.667
41,4096.500,3945.600,3830.800,3808.033,2582.667
42,4084.366,3912.267,3821.533,3757.967,2582.667
43,4015.067,3866.366,3865.467,3776.000,2582.667
44,3944.167,3886.900,3849.700,3783.467,2582.667
45,3943.733,3919.733,3751.567,3797.134,2582.667
46,3951.633,3830.767,3774.100,3763.000,2582.667
47,3930.066,3820.033,3806.800,3778.033,2582.667
48,3924.533,3824.100,3764.733,3787.367,2582.667
49,3913.900,3846.667,3751.533,3764.533,2582.667
50,3847.100,3864.067,3757.100,3765.866,2582.667
51,3768.500,3774.300,3789.033,3728.233,2582.667
52,3813.100,3793.933,3799.500,3767.400,2582.667
53,3719.333,3748.400,3740.134,3834.667,2582.667
54,3659.067,3750.300,3752.967,3774.733,2582.667
55,3581.267,3746.700,3736.533,3765.333,2582.667
56,3692.267,3774.033,3778.500,3741.967,2582.667
57,3609.600,3697.067,3716.533,3772.700,2582.667
58,3633.567,3715.567,3756.667,3805.033,2582.667
59,3578.800,3639.533,3776.366,3727.000,2582.667
60,3578.533,3687.800,3745.233,3744.900,2582.667
61,3552.300,3703.733,3741.833,3764.600,2582.667
62,3543.933,3727.566,3752.533,3736.500,2582.667
63,3520.300,3616.800,3720.267,3754.467,2582.667
64,3498.333,3647.900,3745.533,3771.900,2582.667
65,3502.934,3636.533,3720.000,3738.433,2582.667
66,3453.500,3576.467,3757.967,3713.434,2582.667
67,3414.134,3599.033,3732.667,3737.233,2582.667
68,3420.200,3627.200,3726.767,3735.900,2582.667
69,3408.667,3573.967,3737.833,3748.067,2582.667
70,3395.233,3610.233,3731.333,3700.100,2582.667
71,3385.500,3566.000,3699.833,3726.167,2582.667
72,3336.467,3633.033,3696.533,3743.100,2582.667
73,3359.967,3535.467,3690.100,3773.767,2582.667
74,3324.333,3542.467,3674.833,3747.433,2582.667
75,3317.000,3560.300,3699.366,3700.400,2582.667
76,3315.000,3546.866,3681.600,3709.933,2582.667
77,3328.333,3545.500,3710.366,3768.900,2582.667
78,3333.733,3545.100,3667.267,3706.700,2582.667
79,3310.567,3524.200,3694.134,3709.833,2582.667
80,3273.233,3525.733,3715.500,3735.167,2582.667
81,3231.600,3517.767,3699.100,3721.467,2582.667
82,3285.767,3509.067,3716.033,3729.800,2582.667
83,3229.533,3513.700,3715.933,3692.467,2582.667
84,3204.200,3491.000,3692.267,3736.866,2582.667
85,3215.100,3465.434,3699.800,3727.167,2582.667
86,3271.067,3474.767,3676.000,3719.900,2582.667
87,3201.866,3465.767,3695.233,3704.900,2582.667
88,3186.000,3496.300,3666.833,3694.567,2582.667
89,3153.900,3460.033,3637.900,3689.866,2582.667
90,3184.567,3443.833,3632.600,3695.367,2582.667
91,3167.900,3470.233,3679.400,3731.767,2582.667
92,3162.100,3429.800,3652.500,3679.600,2582.667
93,3131.033,3492.634,3633.866,3713.000,2582.667
94,3154.800,3423.600,3661.400,3691.100,2582.667
95,3119.100,3420.767,3645.700,3718.300,2582.667
96,3133.866,3376.800,3653.433,3731.767,2582.667
97,3100.100,3412.134,3682.400,3700.300,2582.667
98,3130.934,3437.600,3606.667,3707.700,2582.667
99,3087.233,3452.934,3664.267,3721.233,2582.667
100,3067.967,3368.000,3664.733,3697.733,2582.667
101,3101.434,3341.767,3671.233,3705.800,2582.667
102,3096.167,3404.433,3615.733,3681.333,2582.667
103,3105.400,3389.667,3623.134,3714.267,2582.667
104,3101.800,3380.567,3614.067,3667.434,2582.667
105,3077.967,3386.634,3645.967,3678.533,2582.667
106,3113.267,3400.033,3692.366,3691.800,2582.667
107,3109.100,3436.900,3701.000,3695.733,2582.667
108,3097.300,3377.033,3627.900,3690.533,2582.667
109,3083.600,3336.333,3672.800,3711.167,2582.667
110,3078.567,3365.100,3640.533,3651.833,2582.667
111,3132.067,3399.700,3633.400,3694.366,2582.667
112,3063.200,3424.134,3607.066,3716.533,2582.667
113,3058.567,3378.267,3657.167,3664.866,2582.667
114,3045.333,3347.700,3644.433,3639.367,2582.667
115,3091.634,3356.233,3638.467,3666.967,2582.667
116,3046.967,3372.833,3618.933,3654.333,2582.667
117,3036.167,3349.933,3656.100,3691.767,2582.667
118,3024.866,3354.600,3643.900,3724.467,2582.667
119,3045.866,3365.267,3633.167,3674.267,2582.667
120,3037.667,3359.700,3621.967,3684.634,2582.667
121,3022.467,3325.400,3673.833,3716.634,2582.667
122,3039.533,3358.400,3660.767,3685.667,2582.667
123,3002.300,3372.066,3618.767,3687.167,2582.667
124,3052.533,3353.067,3597.000,3716.800,2582.667
125,3023.100,3359.233,3602.700,3681.167,2582.667
126,3024.600,3345.900,3605.866,3636.700,2582.667
127,3019.366,3360.900,3660.267,3731.033,2582.667
128,3005.134,3338.634,3581.467,3705.066,2582.667
129,3011.700,3364.567,3586.667,3661.167,2582.667
130,3048.233,3376.600,3644.967,3693.967,2582.667
131,2976.333,3357.500,3564.100,3701.167,2582.667
132,3031.033,3320.733,3607.300,3685.134,2582.667
133,3025.467,3346.233,3581.533,3703.500,2582.667
134,3012.533,3320.800,3659.800,3745.433,2582.667
135,2968.833,3314.267,3607.533,3681.067,2582.667
136,3023.667,3328.333,3582.167,3699.467,2582.667
137,2995.634,3379.933,3599.134,3684.866,2582.667
138,3012.033,3335.634,3595.500,3687.400,2582.667
139,2991.333,3350.634,3623.934,3723.000,2582.667
140,2995.634,3331.167,3553.833,3653.934,2582.667
141,2978.967,3338.433,3586.200,3702.233,2582.667
142,2982.000,3339.433,3564.900,3688.833,2582.667
143,2983.933,3384.600,3557.533,3660.400,2582.667
144,2982.267,3288.500,3620.967,3679.533,2582.667
145,2989.533,3323.500,3559.700,3679.167,2582.667
146,2991.733,3317.033,3600.267,3693.467,2582.667
147,2975.067,3338.533,3579.634,3710.800,2582.667
148,2968.833,3292.533,3607.400,3668.833,2582.667
149,2963.366,3322.600,3576.467,3680.967,2582.667
150,2986.767,3300.533,3613.833,3659.100,2582.667
151,2965.933,3306.000,3583.533,3697.700,2582.667
152,2957.833,3339.800,3544.667,3647.634,2582.667
153,2969.167,3350.000,3574.967,3701.134,2582.667
154,2988.700,3293.267,3581.967,3692.667,2582.667
155,2950.800,3303.866,3623.267,3691.367,2582.667
156,2996.566,3301.967,3633.500,3662.233,2582.667
157,2984.434,3286.400,3570.433,3702.533,2582.667
158,2975.500,3324.333,3596.700,3661.300,2582.667
159,2983.500,3308.933,3595.867,3658.233,2582.667
160,2930.833,3332.634,3598.400,3680.366,2582.667
161,2949.033,3345.933,3588.533,3643.400,2582.667
162,2964.200,3302.366,3577.067,3699.100,2582.667
163,2933.933,3373.333,3564.500,3671.767,2582.667
164,2962.667,3310.934,3575.134,3655.566,2582.667
165,2972.733,3284.733,3573.333,3675.134,2582.667
166,2987.233,3360.833,3549.433,3655.767,2582.667
167,2952.067,3305.134,3570.100,3629.633,2582.667
168,2959.000,3282.134,3606.467,3687.500,2582.667
169,2943.467,3314.600,3601.000,3688.366,2582.667
170,2966.167,3323.566,3519.600,3612.567,2582.667
171,2943.733,3308.600,3555.467,3633.933,2582.667
172,2975.634,3350.300,3621.100,3703.067,2582.667
173,2991.233,3357.567,3556.767,3682.700,2582.667
174,2978.833,3302.934,3587.833,3709.100,2582.667
175,2956.566,3299.800,3593.433,3626.000,2582.667
176,2942.500,3284.767,3561.134,3679.567,2582.667
177,2957.800,3327.433,3599.033,3661.567,2582.667
178,2997.267,3282.600,3569.800,3678.200,2582.667
179,2973.200,3296.233,3552.833,3677.167,2582.667
180,2961.400,3292.100,3576.333,3689.300,2582.667
181,2956.700,3270.134,3557.033,3653.733,2582.667
182,2944.533,3307.800,3615.967,3710.400,2582.667
183,2953.200,3293.233,3611.467,3646.833,2582.667
184,2953.100,3289.700,3568.100,3676.833,2582.667
185,2962.866,3298.634,3595.700,3672.433,2582.667
186,2963.800,3306.300,3605.533,3676.967,2582.667
187,2919.833,3320.600,3587.100,3673.167,2582.667
188,2985.100,3307.067,3585.833,3680.300,2582.667
189,2953.567,3282.333,3536.700,3692.800,2582.667
190,2945.433,3331.000,3583.300,3643.900,2582.667
191,2960.134,3296.667,3576.667,3705.200,2582.667
192,2963.667,3319.800,3618.333,3669.167,2582.667
193,2937.333,3361.100,3582.366,3665.833,2582.667
194,2941.833,3334.600,3541.634,3656.100,2582.667
195,2970.833,3339.533,3540.300,3709.200,2582.667
196,2960.000,3335.267,3575.800,3659.400,2582.667
197,2949.200,3301.033,3566.200,3659.067,2582.667
198,2963.467,3315.667,3587.400,3684.233,2582.667
199,2957.267,3313.033,3550.067,3654.634,2582.667
200,2940.500,3296.700,3595.400,3643.433,2582.667
201,2970.333,3315.934,3626.667,3653.134,2582.667
202,2985.167,3300.233,3554.000,3688.533,2582.667
203,2937.200,3275.134,3569.134,3686.100,2582.667
204,2977.400,3279.200,3549.433,3637.967,2582.667
205,2977.833,3298.866,3610.433,3654.000,2582.667
206,2944.233,3244.467,3619.533,3673.300,2582.667
207,2963.333,3204.866,3544.467,3638.167,2582.667
208,2939.933,3276.967,3607.600,3682.200,2582.667
209,2923.167,3273.366,3551.600,3672.566,2582.667
210,2935.167,3301.533,3598.500,3687.167,2582.667
211,2961.200,3318.267,3590.134,3681.366,2582.667
212,2941.100,3279.500,3499.134,3664.866,2582.667
213,2965.366,3310.300,3569.233,3659.634,2582.667
214,2948.567,3321.200,3561.733,3624.366,2582.667
215,2934.267,3329.366,3578.167,3649.933,2582.667
216,2954.067,3328.934,3557.866,3681.233,2582.667
217,2927.700,3346.267,3566.400,3618.134,2582.667
218,2947.067,3254.967,3562.333,3681.533,2582.667
219,2954.567,3270.833,3546.700,3655.000,2582.667
220,2946.667,3297.733,3605.033,3686.933,2582.667
221,2940.967,3268.066,3571.467,3670.134,2582.667
222,2965.900,3241.300,3578.134,3674.800,2582.667
223,2940.167,3310.233,3588.733,3671.033,2582.667
224,2942.700,3319.667,3624.033,3652.200,2582.667
225,2951.667,3306.767,3510.733,3646.833,2582.667
226,2952.833,3214.400,3585.800,3679.733,2582.667
227,2939.667,3315.367,3577.400,3661.333,2582.667
228,2945.167,3238.500,3574.200,3684.100,2582.667
229,2918.067,3271.233,3558.634,3599.100,2582.667
230,2939.333,3286.767,3591.667,3640.333,2582.667
231,2934.967,3249.833,3579.233,3622.600,2582.667
232,2943.200,3302.867,3530.366,3633.366,2582.667
233,2958.633,3288.200,3577.134,3636.233,2582.667
234,2930.033,3295.233,3570.667,3653.900,2582.667
235,2946.634,3269.033,3611.567,3665.233,2582.667
236,2950.866,3260.033,3583.533,3626.433,2582.667
237,2964.433,3274.467,3558.000,3680.567,2582.667
238,2945.667,3245.100,3537.567,3688.566,2582.667
239,2974.866,3252.000,3550.533,3642.700,2582.667
240,2963.066,3261.634,3604.300,3632.700,2582.667
241,2924.300,3268.600,3583.300,3659.600,2582.667
242,2958.333,3237.533,3616.600,3642.267,2582.667
243,2943.100,3246.233,3536.700,3646.600,2582.667
244,2924.067,3305.067,3545.333,3706.733,2582.667
245,2958.933,3249.200,3538.033,3670.700,2582.667
246,2931.434,3256.800,3624.400,3634.200,2582.667
247,2936.400,3276.333,3575.833,3658.033,2582.667
248,2920.933,3274.667,3605.000,3647.500,2582.667
249,2937.233,3246.833,3566.300,3618.733,2582.667
250,2932.767,3244.634,3590.533,3653.600,2582.667
251,2935.800,3245.366,3564.800,3653.200,2582.667
252,2958.100,3233.100,3517.567,3699.200,2582.667
253,2934.634,3259.400,3564.600,3671.600,2582.667
254,2937.467,3317.366,3568.634,3698.033,2582.667
255,2941.733,3286.000,3593.667,3636.934,2582.667
