0,3824.700,4352.000,2498.333
1,3846.667,4401.667,2498.333
2,3852.134,4560.000,2498.333
3,3758.233,4275.333,2498.333
4,3786.100,4222.000,2498.333
5,3759.733,4316.000,2498.333
6,3892.267,4271.667,2498.333
7,3809.333,4169.667,2498.333
8,3851.333,4074.667,2498.333
9,3812.333,4289.000,2498.333
10,3878.233,4240.333,2498.333
11,3791.133,4095.333,2498.333
12,3826.833,3917.667,2498.333
13,3844.267,4163.000,2498.333
14,3852.100,4415.667,2498.333
15,3779.400,4226.333,2498.333
16,3772.100,4196.000,2498.333
17,3861.366,4480.667,2498.333
18,3914.933,4203.333,2498.333
19,3783.000,4339.667,2498.333
20,3753.866,4380.667,2498.333
21,3872.533,4329.667,2498.333
22,3823.233,4000.000,2498.333
23,3771.967,4275.000,2498.333
24,3880.767,4225.667,2498.333
25,3766.333,4253.667,2498.333
26,3819.634,4289.000,2498.333
27,3789.533,4371.000,2498.333
28,3792.400,4244.000,2498.333
29,3734.267,4177.667,2498.333
30,3731.134,4375.667,2498.333
31,3769.866,4176.333,2498.333
32,3751.067,4349.333,2498.333
33,3719.434,4436.333,2498.333
34,3689.667,4393.333,2498.333
35,3718.533,4111.000,2498.333
36,3636.433,4077.000,2498.333
37,3665.067,4133.000,2498.333
38,3644.566,4450.333,2498.333
39,3554.167,4100.667,2498.333
40,3600.700,4170.000,2498.333
41,3607.833,4063.000,2498.333
42,3522.933,4351.333,2498.333
43,3527.967,4524.333,2498.333
44,3499.866,4128.667,2498.333
45,3474.867,4136.333,2498.333
46,3461.500,4340.000,2498.333
47,3430.033,4339.333,2498.333
48,3414.134,4267.667,2498.333
49,3405.000,4207.000,2498.333
50,3385.767,4124.000,2498.333
51,3368.866,4147.000,2498.333
52,3349.067,4299.000,2498.333
53,3321.667,4159.000,2498.333
54,3311.900,4270.667,2498.333
55,3331.767,4273.667,2498.333
56,3251.700,4266.667,2498.333
57,3298.267,4217.667,2498.333
58,3269.033,4268.333,2498.333
59,3213.533,4175.333,2498.333
60,3218.033,4199.333,2498.333
61,3215.366,4310.000,2498.333
62,3216.866,4184.000,2498.333
63,3198.866,4412.000,2498.333
64,3201.433,4157.333,2498.333
65,3169.800,4415.000,2498.333
66,3158.967,4257.000,2498.333
67,3104.533,4176.333,2498.333
68,3095.933,4179.333,2498.333
69,3128.500,4178.333,2498.333
70,3104.833,4132.667,2498.333
71,3024.167,3980.000,2498.333
72,3080.900,4602.333,2498.333
73,3059.300,4118.667,2498.333
74,3083.867,4236.333,2498.333
75,3058.733,4172.667,2498.333
76,3054.333,4393.333,2498.333
77,2980.934,4266.667,2498.333
78,3012.600,4114.000,2498.333
79,3038.267,4237.667,2498.333
80,2981.400,4137.000,2498.333
81,2996.967,3949.000,2498.333
82,3022.934,4363.667,2498.333
83,2989.700,4400.333,2498.333
84,2986.400,4224.333,2498.333
85,2986.134,4336.000,2498.333
86,2958.866,4138.667,2498.333
87,2926.167,4456.000,2498.333
88,2965.400,4509.000,2498.333
89,2969.934,4201.000,2498.333
90,2916.233,4190.667,2498.333
91,2933.900,4077.000,2498.333
92,2914.634,4289.333,2498.333
93,2918.100,4350.000,2498.333
94,2861.400,4136.333,2498.333
95,2884.800,4365.000,2498.333
96,2890.500,4182.000,2498.333
97,2879.100,4381.000,2498.333
98,2895.033,4357.000,2498.333
99,2877.967,4260.333,2498.333
100,2912.533,4197.333,2498.333
101,2867.767,4085.333,2498.333
102,2856.400,4388.000,2498.333
103,2857.600,4076.000,2498.333
104,2879.067,4238.333,2498.333
105,2854.433,3981.667,2498.333
106,2845.467,4059.000,2498.333
107,2839.434,4134.000,2498.333
108,2853.667,4375.000,2498.333
109,2813.300,4257.667,2498.333
110,2845.700,4459.667,2498.333
111,2840.833,4064.333,2498.333
112,2833.800,4119.000,2498.333
113,2828.967,4286.667,2498.333
114,2829.267,4290.333,2498.333
115,2807.433,4277.667,2498.333
116,2819.567,4123.667,2498.333
117,2823.500,4171.000,2498.333
118,2785.467,4117.000,2498.333
119,2818.133,4382.667,2498.333
120,2809.933,4128.667,2498.333
121,2788.400,4196.667,2498.333
122,2803.600,4116.667,2498.333
123,2786.033,4168.667,2498.333
124,2794.833,4176.000,2498.333
125,2778.133,4221.667,2498.333
126,2790.033,4270.667,2498.333
127,2777.833,4268.000,2498.333
128,2794.033,4245.000,2498.333
129,2776.100,4182.667,2498.333
130,2784.600,4164.333,2498.333
131,2787.000,4288.000,2498.333
132,2794.267,4304.000,2498.333
133,2773.634,4117.667,2498.333
134,2772.433,4158.667,2498.333
135,2767.833,4223.000,2498.333
136,2771.900,4110.333,2498.333
137,2780.167,4142.333,2498.333
138,2769.033,4406.667,2498.333
139,2773.700,4491.000,2498.333
140,2778.733,4363.000,2498.333
141,2780.333,3985.333,2498.333
142,2778.933,4008.333,2498.333
143,2782.000,4244.333,2498.333
144,2782.233,4183.333,2498.333
145,2745.000,4084.000,2498.333
146,2779.134,4400.333,2498.333
147,2762.233,4227.333,2498.333
148,2753.533,4311.333,2498.333
149,2745.100,4280.333,2498.333
150,2761.267,4545.000,2498.333
151,2762.866,4032.333,2498.333
152,2748.100,4113.667,2498.333
153,2763.767,4319.000,2498.333
154,2749.066,4281.667,2498.333
155,2752.300,4341.000,2498.333
156,2763.767,4318.667,2498.333
157,2764.867,4289.333,2498.333
158,2743.400,4079.667,2498.333
159,2746.167,4275.000,2498.333
160,2763.833,4406.667,2498.333
161,2746.867,4330.667,2498.333
162,2740.433,4149.333,2498.333
163,2732.800,4065.000,2498.333
164,2737.333,4055.667,2498.333
165,2728.167,4405.667,2498.333
