0,4250.300,2582.667
1,4410.867,2582.667
2,4436.767,2582.667
3,4385.333,2582.667
4,4502.067,2582.667
5,4435.867,2582.667
6,4445.966,2582.667
7,4423.667,2582.667
8,4425.434,2582.667
9,4343.467,2582.667
10,4424.066,2582.667
11,4358.933,2582.667
12,4448.400,2582.667
13,4437.566,2582.667
14,4473.700,2582.667
15,4459.000,2582.667
16,4431.333,2582.667
17,4506.400,2582.667
18,4401.300,2582.667
19,4400.434,2582.667
20,4401.100,2582.667
21,4439.433,2582.667
22,4358.300,2582.667
23,4410.500,2582.667
24,4269.733,2582.667
25,4326.767,2582.667
26,4318.100,2582.667
27,4330.566,2582.667
28,4273.700,2582.667
29,4162.867,2582.667
30,4307.800,2582.667
31,4179.333,2582.667
32,4202.033,2582.667
33,4147.767,2582.667
34,4126.467,2582.667
35,4089.334,2582.667
36,4120.100,2582.667
37,4063.167,2582.667
38,3962.067,2582.667
39,4006.733,2582.667
40,4007.934,2582.667
41,3862.033,2582.667
42,3858.967,2582.667
43,3847.267,2582.667
44,3805.333,2582.667
45,3816.833,2582.667
46,3709.967,2582.667
47,3735.533,2582.667
48,3656.667,2582.667
49,3652.667,2582.667
50,3570.833,2582.667
51,3538.467,2582.667
52,3578.900,2582.667
53,3553.533,2582.667
54,3488.333,2582.667
55,3449.467,2582.667
56,3488.667,2582.667
57,3458.100,2582.667
58,3398.000,2582.667
59,3418.366,2582.667
60,3350.934,2582.667
61,3296.800,2582.667
62,3312.767,2582.667
63,3293.400,2582.667
64,3249.567,2582.667
65,3234.767,2582.667
66,3196.200,2582.667
67,3195.567,2582.667
68,3191.634,2582.667
69,3144.467,2582.667
70,3161.900,2582.667
71,3186.567,2582.667
72,3170.533,2582.667
73,3122.200,2582.667
74,3126.333,2582.667
75,3147.200,2582.667
76,3109.667,2582.667
77,3093.067,2582.667
78,3098.533,2582.667
79,3051.233,2582.667
80,3066.267,2582.667
81,3074.100,2582.667
82,3036.400,2582.667
83,3080.433,2582.667
84,3024.200,2582.667
85,3044.300,2582.667
86,3055.134,2582.667
87,3063.433,2582.667
88,3030.000,2582.667
89,3069.866,2582.667
90,3011.300,2582.667
91,3003.033,2582.667
92,2991.066,2582.667
93,2982.967,2582.667
94,2990.033,2582.667
95,2988.933,2582.667
96,2974.533,2582.667
97,2971.967,2582.667
98,2937.233,2582.667
99,2971.700,2582.667
100,2979.767,2582.667
101,2934.467,2582.667
102,2942.866,2582.667
103,2956.667,2582.667
104,2942.667,2582.667
105,2943.933,2582.667
106,2965.200,2582.667
107,2948.500,2582.667
108,2974.233,2582.667
109,2965.667,2582.667
110,2973.233,2582.667
111,2937.033,2582.667
112,2927.866,2582.667
113,2930.467,2582.667
114,2923.300,2582.667
115,2904.033,2582.667
116,2931.866,2582.667
117,2905.233,2582.667
118,2908.100,2582.667
119,2923.167,2582.667
120,2910.467,2582.667
121,2917.134,2582.667
122,2905.267,2582.667
123,2885.267,2582.667
124,2918.134,2582.667
125,2934.366,2582.667
126,2917.633,2582.667
127,2897.866,2582.667
128,2911.833,2582.667
129,2931.467,2582.667
130,2898.134,2582.667
131,2932.267,2582.667
132,2915.667,2582.667
133,2911.733,2582.667
134,2963.667,2582.667
135,2913.567,2582.667
136,2917.967,2582.667
137,2925.200,2582.667
138,2918.134,2582.667
139,2916.767,2582.667
140,2941.767,2582.667
141,2914.400,2582.667
142,2928.900,2582.667
143,2942.900,2582.667
144,2901.267,2582.667
145,2898.067,2582.667
146,2929.667,2582.667
147,2923.033,2582.667
148,2922.467,2582.667
149,2904.967,2582.667
150,2885.567,2582.667
151,2898.500,2582.667
152,2908.134,2582.667
153,2888.500,2582.667
154,2894.533,2582.667
155,2915.533,2582.667
156,2870.900,2582.667
157,2913.933,2582.667
158,2898.433,2582.667
159,2882.667,2582.667
160,2886.267,2582.667
161,2885.000,2582.667
162,2882.433,2582.667
163,2869.433,2582.667
164,2913.533,2582.667
165,2874.467,2582.667
166,2898.567,2582.667
167,2877.467,2582.667
168,2885.700,2582.667
169,2895.366,2582.667
170,2879.200,2582.667
171,2898.167,2582.667
172,2870.967,2582.667
173,2876.267,2582.667
174,2876.634,2582.667
175,2881.533,2582.667
176,2882.867,2582.667
177,2908.366,2582.667
178,2895.833,2582.667
179,2903.467,2582.667
180,2895.366,2582.667
181,2907.833,2582.667
182,2913.800,2582.667
183,2898.366,2582.667
184,2881.300,2582.667
185,2891.300,2582.667
186,2904.200,2582.667
187,2889.467,2582.667
188,2917.200,2582.667
189,2886.634,2582.667
190,2879.200,2582.667
191,2871.634,2582.667
192,2904.533,2582.667
193,2919.267,2582.667
194,2877.134,2582.667
195,2865.366,2582.667
196,2887.900,2582.667
197,2910.533,2582.667
198,2856.433,2582.667
199,2895.300,2582.667
200,2890.600,2582.667
201,2878.900,2582.667
202,2882.600,2582.667
203,2867.267,2582.667
204,2884.667,2582.667
205,2887.634,2582.667
206,2888.866,2582.667
207,2868.600,2582.667
208,2873.500,2582.667
209,2850.033,2582.667
210,2865.167,2582.667
211,2864.400,2582.667
212,2839.400,2582.667
213,2871.366,2582.667
214,2865.500,2582.667
215,2880.533,2582.667
216,2852.900,2582.667
217,2860.667,2582.667
218,2843.800,2582.667
219,2858.600,2582.667
220,2821.800,2582.667
221,2865.767,2582.667
222,2864.433,2582.667
223,2846.333,2582.667
224,2870.100,2582.667
225,2866.300,2582.667
226,2854.933,2582.667
227,2864.700,2582.667
228,2861.667,2582.667
229,2859.300,2582.667
230,2864.733,2582.667
231,2858.733,2582.667
232,2839.767,2582.667
233,2845.033,2582.667
234,2853.800,2582.667
235,2865.434,2582.667
236,2851.067,2582.667
237,2845.866,2582.667
238,2836.900,2582.667
239,2831.833,2582.667
240,2823.134,2582.667
241,2832.167,2582.667
242,2839.267,2582.667
243,2846.200,2582.667
244,2858.800,2582.667
245,2848.767,2582.667
246,2849.033,2582.667
247,2865.367,2582.667
248,2832.567,2582.667
249,2866.366,2582.667
250,2822.900,2582.667
251,2828.300,2582.667
252,2847.500,2582.667
253,2865.900,2582.667
254,2834.467,2582.667
255,2842.733,2582.667
256,2833.333,2582.667
257,2825.433,2582.667
258,2849.500,2582.667
259,2849.100,2582.667
260,2839.634,2582.667
261,2851.033,2582.667
262,2841.100,2582.667
263,2841.500,2582.667
264,2826.100,2582.667
265,2838.900,2582.667
266,2845.467,2582.667
267,2832.800,2582.667
