0,3766.000,3973.000,4035.100,4042.000,4098.033,2582.667
1,3766.000,3952.600,4055.433,4092.233,4160.267,2582.667
2,3766.000,3897.600,4080.033,4079.267,4085.866,2582.667
3,3766.000,3948.833,3993.134,4044.267,4131.333,2582.667
4,3766.000,3896.600,4024.567,4010.733,4010.333,2582.667
5,3766.000,3945.000,4000.934,4078.667,4128.967,2582.667
6,3766.000,3920.833,4013.267,4082.200,4143.233,2582.667
7,3766.000,3941.300,4042.200,4130.600,4127.300,2582.667
8,3766.000,3937.366,3990.933,4076.533,4139.467,2582.667
9,3766.000,3908.467,3982.167,4077.000,4152.400,2582.667
10,3766.000,3960.267,3986.733,4086.700,4075.467,2582.667
11,3766.000,3891.800,4007.167,4077.100,4075.267,2582.667
12,3766.000,3882.833,3975.667,4028.267,4133.200,2582.667
13,3766.000,3884.833,3985.000,4046.067,4113.333,2582.667
14,3766.000,3916.134,3985.934,4074.100,4051.200,2582.667
15,3766.000,3834.233,4003.000,4096.767,4063.866,2582.667
16,3766.000,3820.967,3952.200,4133.033,4171.800,2582.667
17,3766.000,3856.866,4044.667,4108.600,4144.033,2582.667
18,3766.000,3898.400,3954.767,4031.400,4107.133,2582.667
19,3766.000,3832.134,3979.333,4076.033,4106.733,2582.667
20,3766.000,3894.000,3969.033,4068.033,4149.933,2582.667
21,3766.000,3823.700,3949.200,4012.000,4206.467,2582.667
22,3766.000,3859.233,3956.333,4084.200,4146.466,2582.667
23,3766.000,3842.434,3994.500,4010.134,4118.567,2582.667
24,3766.000,3837.933,3920.134,4068.667,4097.200,2582.667
25,3766.000,3793.700,3926.933,4022.900,4225.233,2582.667
26,3766.000,3801.134,3952.167,4074.500,4051.000,2582.667
27,3766.000,3814.566,3909.900,4060.733,4093.700,2582.667
28,3766.000,3807.700,3876.267,4076.134,4166.733,2582.667
29,3766.000,3833.066,3893.167,3948.567,4161.133,2582.667
30,3766.000,3793.200,3836.000,4058.600,4132.867,2582.667
31,3766.000,3797.767,3810.067,3991.500,4106.967,2582.667
32,3766.000,3845.500,3908.567,4012.167,4098.133,2582.667
33,3766.000,3835.100,3860.033,4073.033,4078.333,2582.667
34,3766.000,3781.634,3830.134,3951.933,4049.600,2582.667
35,3766.000,3827.833,3839.100,3972.600,4088.733,2582.667
36,3766.000,3826.700,3923.767,3967.600,4094.366,2582.667
37,3766.000,3847.700,3809.333,3952.533,4024.933,2582.667
38,3766.000,3840.433,3872.733,3917.933,4044.934,2582.667
39,3766.000,3790.900,3853.600,3900.700,4047.500,2582.667
40,3766.000,3849.600,3793.333,3864.733,3944.600,2582.667
41,3766.000,3789.567,3780.866,3873.033,3964.000,2582.667
42,3766.000,3785.033,3822.333,3863.667,3997.700,2582.667
43,3766.000,3834.033,3789.533,3873.800,4004.267,2582.667
44,3766.000,3772.567,3824.200,3870.066,4012.333,2582.667
45,3766.000,3806.634,3747.366,3860.033,3948.733,2582.667
46,3766.000,3785.000,3763.267,3880.233,3930.900,2582.667
47,3766.000,3744.566,3765.333,3803.233,3972.600,2582.667
48,3766.000,3790.000,3745.566,3724.267,3917.566,2582.667
49,3766.000,3800.900,3728.866,3808.333,3890.700,2582.667
50,3766.000,3804.400,3759.900,3804.667,3878.300,2582.667
51,3766.000,3756.967,3733.667,3761.333,3869.000,2582.667
52,3766.000,3785.866,3746.067,3734.300,3845.467,2582.667
53,3766.000,3720.833,3752.467,3734.100,3830.667,2582.667
54,3766.000,3756.467,3671.533,3733.800,3871.667,2582.667
55,3766.000,3742.933,3712.833,3719.967,3872.900,2582.667
56,3766.000,3747.600,3667.533,3710.833,3788.100,2582.667
57,3766.000,3680.467,3662.400,3718.733,3792.767,2582.667
58,3766.000,3740.400,3704.967,3687.866,3795.900,2582.667
59,3766.000,3749.967,3749.767,3725.533,3741.200,2582.667
60,3766.000,3729.267,3673.300,3670.700,3790.700,2582.667
61,3766.000,3733.167,3659.333,3642.733,3827.134,2582.667
