0,3513.400
1,3550.100
2,3517.100
3,3456.900
4,3485.100
5,3492.800
6,3549.600
7,3505.600
8,3527.500
9,3455.300
10,3622.200
11,3518.300
12,3486.400
13,3576.300
14,3539.000
15,3524.800
16,3569.900
17,3551.500
18,3424.100
19,3480.500
20,3562.200
21,3453.700
22,3718.000
23,3496.500
24,3423.100
25,3593.800
26,3447.100
27,3415.800
28,3287.600
29,3379.900
30,3487.700
31,3317.200
32,3502.200
33,3289.700
34,3497.000
35,3441.800
36,3341.800
37,3358.400
38,3286.800
39,3384.800
40,3266.200
41,3173.500
42,3289.600
43,3191.700
44,3169.900
45,3230.700
46,3197.200
47,3126.300
48,3183.600
49,3108.200
50,3153.900
51,3071.200
52,3095.400
53,3174.600
54,3174.600
55,3090.300
56,3053.700
57,3071.800
58,2980.400
59,3100.500
60,3052.400
61,3003.400
62,2989.100
63,2922.900
64,2906.100
65,2962.600
66,2988.500
67,3005.500
68,2809.900
69,3022.500
70,2908.000
71,2841.100
72,2863.800
73,2880.700
74,2890.000
75,2963.000
76,2858.400
77,2859.500
78,2905.900
79,2871.700
80,2844.400
81,2859.700
82,2905.900
83,2821.300
84,2852.900
85,2887.500
86,2867.200
87,2846.800
88,2947.600
89,2867.900
90,2879.700
91,2834.800
92,2885.600
93,2894.100
94,2818.100
95,2891.900
96,2853.800
97,2827.400
98,2873.900
99,2793.200
100,2777.000
101,2827.700
102,2882.100
103,2747.000
104,2877.800
105,2866.300
106,2816.600
107,2889.300
108,2813.000
109,2751.800
110,2808.000
111,2824.000
112,2806.100
113,2793.100
114,2765.100
115,2788.800
116,2843.500
117,2811.300
118,2836.500
119,2778.400
120,2765.100
121,2886.900
122,2805.400
123,2843.100
124,2801.500
125,2838.000
126,2772.700
127,2837.300
128,2810.300
129,2723.700
130,2762.900
131,2745.600
132,2798.500
133,2756.200
134,2741.500
135,2761.100
136,2781.800
137,2794.100
138,2766.700
139,2767.300
140,2863.400
141,2794.900
142,2793.400
143,2748.700
144,2765.500
145,2768.300
146,2766.700
147,2729.200
148,2818.800
149,2751.900
150,2779.800
151,2800.000
152,2761.900
153,2727.800
154,2742.300
155,2820.900
156,2774.100
157,2816.800
158,2797.800
159,2799.100
160,2741.600
161,2824.100
162,2731.700
163,2780.100
164,2756.200
165,2784.000
166,2790.500
167,2771.300
168,2837.300
169,2827.300
170,2785.100
171,2803.900
172,2725.400
173,2756.500
174,2792.200
175,2806.300
176,2794.300
177,2784.300
178,2823.200
179,2799.600
180,2741.000
181,2802.900
182,2787.000
183,2739.900
184,2834.900
185,2767.400
186,2707.500
187,2764.500
188,2789.900
189,2764.200
190,2734.700
191,2778.000
192,2795.300
193,2814.700
194,2779.700
195,2758.000
196,2806.200
197,2763.500
198,2776.300
199,2784.300
200,2810.100
201,2773.600
202,2694.200
203,2706.900
204,2826.800
205,2790.500
206,2834.100
207,2804.900
208,2788.100
209,2755.700
210,2835.300
211,2809.700
212,2799.900
213,2787.800
214,2861.800
215,2779.600
216,2753.400
217,2807.100
218,2732.100
219,2818.200
220,2809.100
221,2796.400
222,2775.400
223,2785.200
224,2789.500
225,2842.000
226,2768.100
227,2778.100
228,2794.600
229,2757.200
230,2863.000
231,2747.100
232,2757.100
233,2782.800
234,2756.000
235,2778.400
236,2752.600
237,2839.800
238,2753.200
239,2761.000
240,2773.500
241,2743.300
242,2768.000
243,2775.800
244,2788.400
245,2776.700
246,2797.600
247,2811.200
248,2754.000
249,2716.900
250,2746.700
251,2797.400
252,2806.700
253,2739.100
254,2717.200
255,2767.400
256,2811.800
257,2762.800
258,2730.500
259,2797.800
260,2783.600
261,2747.600
262,2757.500
263,2740.900
264,2707.000
265,2757.800
266,2761.300
267,2763.700
